 Date , SP500 , MSFT-US , AAPL-US , AMZN-US , BRK.B-US , FB-US , JNJ-US , JPM-US , GOOG-US , GOOGL-US , XOM-US , BAC-US , UNH-US , PFE-US , V-US , VZ-US , PG-US , T-US , INTC-US , CVX-US , WFC-US , NTRS-US , SBAC-US , ROK-US , CLX-US , FE-US , MAT-US , UAA-US , NFX-US , COTY-US , NWS-US 
 09/06/2017 ,-0.0018962,-0.0238078,-0.0400155,-0.0337679,0.0138963,-0.0334044,0.0088976,0.0169571,-0.0352158,-0.0351769,0.0120765,0.0193798,-0.0020897,0.0301792,-0.0159223,0.0119127,0.0035287,0.0041418,-0.0216439,0.0229786,0.0177828,0.0144848,0.0002979,0.0088357,0.0038059,0.0090122,-0.0053595,0.0277125,0.038342,0.0064447,0.0107528
 12/06/2017 ,0.0014469,0.0076535,-0.0021957,-0.0021613,0.0063153,0.0018222,0.0013675,-0.0038936,0.0035549,0.003223,0.0031452,-0.0016793,-0.009723,-0.0015268,-0.0020281,0.0083332,-0.0004529,0.006959,0.0039338,0.0057718,0.002038,0.0017439,0.0010584,-0.0044439,-0.000583,0.0126973,-0.0049239,0.0688222,-0.005892,0.0287847, -   
 13/06/2017 ,0.0025471,0.0089974,-0.0038734,0.002863,-0.0001749,0.0035298,0.0020494,-0.0031983,0.0015653,-0.0015843,0.0013276,-0.0075157,0.0102672,-0.0039742,0.0114893,-0.0177591,-0.0033951,-0.0084592,0.0056054,-0.0019382,0.00184,0.0058574,-0.010565,-0.0022925,0.0026254,-0.0010204,0.0170634,-0.0112021,0.0247036,0.0020726,-0.0071176
 14/06/2017 ,-0.0023857,-0.0090256,-0.0158644,-0.0122599,0.0031009,-0.0066772,0.0019623,0.0036878,-0.0095425,-0.0077601,-0.0089362,0.0089173,0.0078478,0.0030684, -   ,0.0012865,-0.000565,-0.0018046,-0.0127813,-0.0121397,0.0081345,0.0195477,-0.0011273,-0.0064018,0.0097997,-0.0003378,-0.0242292,-0.0008803,-0.0274992,-0.0108137,-0.0035587
 15/06/2017 ,0.0034321,0.009095,0.0067677,0.0057056,-0.0002931,0.0144241,0.0078788,0.0037102,0.0089296,0.0128267,0.0058696,-0.0004246,-0.0075378,0.0058247,-0.002859,0.001288,0.0130225,0.0043961,0.0028402,-0.0015962,-0.0025906,0.0075115,-0.0014349,0.0202018,0.0097258,0.0094883,-0.0359142,-0.0207488,-0.0160589,-0.0093849,0.0035715
 16/06/2017 ,0.0007856,0.003872,-0.0105021,-0.0083233,-0.0007034,0.0070192,0.0047114,-0.0077144,-0.000234,0.0007412,0.0106525,-0.0055177,0.004424,-0.0003032,-0.0014844,-0.004908,-0.0006686,-0.0002566,-0.0019841,0.0131848,-0.0007418,0.0045687,0.0074966,0.0123389,-0.0039271,0.0026801,0.002419,-0.0336096,-0.0117925,0.0026318,0.003546
 19/06/2017 ,0.0044666,0.0052486,0.0186549,-0.0214651,0.0009335,0.0076462,-0.0005963,0.0126481,0.0078003,0.0057443,-0.0055275,0.0127062,0.0039498,0.0085005,0.000422,-0.0012869,0.0029018,-0.0017956,-0.0028083,-0.0078478,-0.001289,0.0032635,-0.0003008,-0.0047318,0.0108857,-0.0043332,-0.0130435,-0.0028463,-0.0030685,0.0115243,0.0070672
 20/06/2017 ,-0.0055618,-0.0128495,-0.0126643,-0.0054208,-0.006582,-0.0041209,0.00239,-0.0026212,-0.0071957,-0.00648,0.0029245,-0.0175658,0.0028455,0.0105393,-0.0043253,-0.0099139,-0.0015596,-0.0028371,-0.0166434,0.0021648,-0.0110986,-0.0012663,-0.0105295,-0.0055807,-0.0062409,0.0006701,-0.0166995,-0.0275404,0.0149878,-0.0108979,-0.0175438
 21/06/2017 ,-0.0015168,0.0008546,0.0024051,0.0035346,-0.0058027,0.0101733,0.004617,-0.0041153,0.0060924,0.0080347,-0.0073134,-0.0153257,0.0077933,0.0089336,-0.0007399,-0.011752,-0.0024549,-0.0126813,0.0072823,-0.0132213,-0.0091641,-0.0037995,-0.0036485,-0.0167642,-0.0071965,-0.0130785,-0.0034894,-0.0076127,-0.0346861,-0.0068026,-0.0035715
 22/06/2017 ,-0.0011898,-0.0039694,-0.0009603,-0.0009279,-0.0059647,0.0025489,0.0044296,0.0010355,-0.0016794,-0.0002559,-0.0045426,-0.0082179,0.0086533,0.00324,-0.0057149,-0.0010997,-0.0026997,-0.0023567,-0.0057871,-0.0002873,-0.0058711,0.0032969,-0.0006092,0.0016846,0.0004305,-0.0068073,0.017034,0.0152409,-0.0093458,0.0047393, -   
 23/06/2017 ,0.0014992,0.0159794,0.0079239,0.001197,-0.0121108,0.0153876,0.0072351,-0.0091263,0.0091552,0.010856,0.0094001,-0.0125489,-0.005476,0.0026408,0.0150808,-0.0008804,0.0043805,-0.0055031,-0.0005845,0.0071943,-0.0047439,-0.0082288,0.0044164,0.0050816,-0.0041582,-0.0082333,0.0227498,0.0167866,-0.0039783,0.0031446,0.0107914
 26/06/2017 ,-0.0017394,-0.0121847,-0.0091728,-0.0143976,-0.0018474,-0.017024,-0.0010255,0.0026433,-0.0181771,-0.0180909,-0.0040455,-0.0008729,-0.0000539,-0.0035128,-0.0060544,0.0066005,-0.0030124,0.0055351,-0.0055458,-0.0084737,0.0032239,-0.0001061,0.0009044,-0.0096363,0.0005748,0.0372286,-0.0014534,0.0131579,-0.001444,0.0031349,0.0035587
 27/06/2017 ,-0.0069613,-0.012837,-0.0088268,-0.0140407,-0.0022061,-0.0147867,-0.0109157,0.0038765,-0.0160537,-0.0140495,-0.0041742,0.0073595,-0.0060306,-0.0105479,-0.0026274,-0.0028908,-0.0063917,-0.0036997,-0.0102941,-0.0063019,0.0026405,0.008988,0.0051092,-0.0139217,-0.0138268,-0.0099933,0.0058508,0.0088044,-0.015451,-0.0167189, -   
 28/06/2017 ,0.0049368,0.0085248,0.0092739,0.0120382,0.0116715,0.0153724,-0.0156674,0.0137697,0.0123681,0.0108872,0.0014737,0.0148746,0.0001075,-0.0032487,0.0113505,-0.0031122,-0.0079702,0.0015836,0.0127333,-0.0014363,0.0134303,0.006875,-0.0100214,0.0013722,-0.0110369,-0.0241448,0.0024226,-0.0118776,0.0036417,-0.0073881,0.0106007
 29/06/2017 ,-0.009286,-0.0128278,-0.0071178,-0.0031359,-0.0080853,-0.0081429,-0.0056971,-0.0128873,-0.0130441,-0.0142219,-0.0082341,-0.0105778,-0.0029598,-0.0050295,-0.0143022,-0.0087054,-0.0117019,-0.0066015,-0.0112029,-0.002491,0.0023361,-0.010507,0.0059074,-0.0132952,-0.0187096,-0.0027681,0.0111435,-0.0273848,0.031746,0.0037174,-0.0174824
 30/06/2017 ,-0.0023835,0.0021811,-0.0029767,-0.0123658,-0.0037645,-0.0060566,-0.0030898,-0.0060897,-0.0187031,-0.0151591,-0.0043168,-0.0146223,0.0014583,-0.0041508,-0.0063574,0.0008966,0.0011487, -   ,-0.0038381,-0.0019133,-0.0110655,-0.0092745,0.0021544,0.0162515,-0.0028437,0.0100451,0.0262154,0.002765,-0.0107751,-0.01107,0.003546
 03/07/2017 ,-0.0009789,-0.0167317,-0.0095251,-0.0196651,0.008216,-0.0216847,0.0008282,0.0129969,-0.0147778,-0.0147446,0.0162147,0.0089943,0.0019324,0.0101553,-0.0109134,0.0087424,0.0038901,0.0071353,-0.0014919,0.0197622,-0.0005375,0.0073717,-0.0057016,0.0009836,0.0058644,-0.006156,-0.0255339,0.0154968,0.0312281,0.0175439, -   
 04/07/2017 ,-0.0009789,-0.0167317,-0.0095251,-0.0196651,0.008216,-0.0216847,0.0008282,0.0129969,-0.0147778,-0.0147446,0.0162147,0.0089943,0.0019324,0.0101553,-0.0109134,0.0087424,0.0038901,0.0071353,-0.0014919,0.0197622,-0.0005375,0.0073717,-0.0057016,0.0009836,0.0058644,-0.006156,-0.0255339,0.0154968,0.0312281,0.0175439, -   
 05/07/2017 ,0.000724,0.0120872,0.0027838,0.0102649,-0.0012205,0.0089933,0.0049631,0.0060138,0.011034,0.0087211,-0.0101617,0.0048386,0.0113354,-0.008839,0.0027735,-0.0088789,-0.0021627,0.0002624,0.0244631,-0.0129258,-0.0033947,0.0010112,0.0026856,0.005721,0.0016433,0.00378,-0.0009529,0.0031717,-0.0575145,-0.0125655,-0.0104895
 06/07/2017 ,-0.005649,0.0043945,-0.0020277,0.0004976,-0.0079273,-0.0014091,-0.0081582,-0.0017105,0.0028425,0.0029081,-0.0091516,-0.0076306,-0.0062725,-0.0124851,-0.0021401,-0.0102342,-0.0031943,-0.0109072,-0.0143609,-0.0081208,-0.0075027,-0.0146478,0.0023126,-0.0024512,-0.001269,0.0044551,-0.0052708,-0.0626419,-0.0492754, -   ,-0.031915
 07/07/2017 ,0.0048311,0.0110625,0.0089574,0.0094993,0.001756,0.0146734,-0.0027839,-0.0011707,0.0107168,0.0105533,0.0002494,-0.0036116,0.0032559,0.0030074,0.004492,-0.0011485,-0.0004562,-0.0053792,0.0053413,-0.0009653,-0.0007171,0.0005098,0.016813,0.008031,0.0006706,-0.0020471,0.0028916,-0.0004843,0.0030757,-0.0042396,0.0036497
 10/07/2017 ,0.0012044,0.0074866,0.0065923,0.0116447,-0.0021101,0.0119322,-0.0089648,-0.0033155,0.0076266,0.0096077,0.0020001,0.0068768,-0.0020284,0.0014988,0.0099841,-0.0064396,-0.0061624,-0.0035173,0.01203,-0.0038669,0.0010805,0.0070509,-0.0195378,0.0078331,-0.0072873,0.002394,0.0077072, -   ,0.0154083,-0.0207225,-0.0109488
 11/07/2017 ,-0.0007498,-0.0001427,0.0055274,0.001138,-0.0041191,0.0123883,-0.0015218,-0.0053573,0.0005917,0.0031667,0.0033612,-0.011254,-0.0056151,-0.0068863,0.003471,-0.0074058,-0.0052733,-0.0062451,0.0083233,-0.0002909,-0.011139,-0.0051825,-0.0049158,-0.0026125,-0.0126432,-0.002385,-0.0019121,-0.016035,0.0151343,-0.0097829,0.0073261
 12/07/2017 ,0.0030791,0.0065074,-0.0008913,0.0058562,0.0007657,0.0154003,0.0014391,-0.0010798,0.0054864,0.007077,-0.002833,-0.0028664,-0.0005352,-0.0035993,0.0020837,0.0041824,-0.0032095,0.0021769,-0.000875,-0.0010578,0.0043692,-0.000102,0.0118827,0.0052163,-0.0060469,0.0067727,-0.0057143,-0.0230054,-0.0242113,-0.0108993,-0.0144929
 13/07/2017 ,0.0011616,0.0037761,0.0156017,-0.0039717,-0.0021757,0.0032758,-0.0018169,0.0044233,0.0009194,-0.0020087, -   ,0.0077774,-0.0081285,0.001806,-0.0049781,0.0078794,-0.0008068,-0.0090312,-0.0026215,0.0031792,0.0061527,-0.0002036,-0.0036654,-0.0003018,-0.004944,-0.0023546,-0.0043227,-0.0035,0.0048983,0.0066151,0.007353
 14/07/2017 ,0.0041279,0.0074749,0.0072311,-0.0005886,0.0033748,-0.0009992,0.0045453,0.0158572,0.0041912,0.0029877,0.0034569,0.0004132,0.0058663,0.0048091,0.0082172,-0.0016044,0.0016102,0.001932,0.0058003,0.0005748,0.0125206,0.0059468,-0.0041588,0.007708,0.0055653,0.0096959,0.0125001,0.0235944,0.0123549,0.0027277,0.0218979
 17/07/2017 ,-0.0001464,0.0075551,0.0049724,0.005325,0.0042493,-0.0032449,-0.0042197,-0.0046831,-0.0037409,-0.0003687,-0.0017283,-0.0082575,-0.0038487,-0.0056817,-0.0028831,0.0006875,0.0055127,0.0019274,-0.007772,-0.0010545,-0.0034607,0.0001022,-0.0002205,-0.0053827,0.0015235,0.000993,-0.0085592,0.0014691, -   ,0.0043574,0.0071429
 18/07/2017 ,0.001926,0.0028732,0.0058983,0.01834,0.0015879,0.0200426,0.0215775,0.0068547,0.0130115,0.0139619,-0.0051839,-0.000418,-0.0005349,0.0039123,0.0075376,-0.0068712,0.0117566,-0.012078,0.0029044,-0.0084129,0.0090221,0.0020582,0.0109559,-0.0030725,0.0002281,0.0042878,0.001441,0.0004948,-0.0350037,0.004343, -   
 19/07/2017 ,0.0040506,0.0048976,0.0035884,0.0018244,0.0031348,0.0033621,0.0027442,-0.0015325,0.0031513,0.0027879,0.0050967,0.0004157,0.0089594,0.0074917,0.0062474,0.002307,0.0054624,0.0027755,-0.0034601,0.0086905,0.0025547,-0.0250272,-0.0035982,0.0111178,-0.0069989,0.0094958,0.0215826,0.0133531,0.0677901,0.0119048,0.0177305
 20/07/2017 ,-0.0008523,0.0005392,-0.0076567,-0.0028015, -   ,-0.0016383,0.0061887,0.0005484,-0.0070256,-0.0048245,-0.0013585,-0.0033306,0.0110342,0.0020914,-0.0100899,0.0165517,0.0031704,0.0052298,0.0060797,-0.0035238,-0.0014555,-0.0193883,-0.0170093,-0.0020936,-0.0023627,0.0106795,-0.0023409,0.0024284,-0.0462633,0.0053218,-0.0034721
 21/07/2017 ,0.0020832,0.004629,0.0018669,0.0042985,-0.0013406,0.0016447,-0.0001479,-0.0018667,0.0110886,0.0048938,-0.0065715,-0.0016777,0.00209,0.0002987, -   , -   ,0.0051044,0.0024711,0.0055008,-0.0089268,-0.004777,0.0028541,0.0044118,-0.0053026,0.0152784,0.0186137,0.015493,0.0004847,-0.0111982,0.0037135,0.014035
 24/07/2017 ,-0.0008616,0.000952,0.0100279,0.0103176,-0.000758,0.0082604,-0.014668,0.0035181,0.008352,0.004235,-0.0023731,0.0071609,-0.0046926,-0.0017976,0.008237,-0.009966,-0.0041783,-0.007669,-0.0066226,0.0001938,0.0031424,0.0013671,-0.0012468,-0.0091254,-0.0057541,-0.0154379,-0.026673,0.0044599,0.0037651,0.0121371,0.0034722
 25/07/2017 ,-0.0003027,0.0052846,0.0061924,0.0017533,0.004589,0.0016363,-0.0139077,0.0046552,-0.0032606,-0.0017204,-0.0061903,0.0094845,-0.0090044,-0.0083883,-0.0065575,0.0018223,0.0053006,-0.0019289,0.0034732,-0.0005743,0.001091,-0.0091051,-0.0067464,-0.01313,0.0096504,-0.0121601,0.0100575,0.0024925,0.0250368,0.0161289, -   
 26/07/2017 ,-0.0008629,-0.003901,0.0007174,0.0092025,0.0001156,-0.0024095,-0.0053929,-0.0125671,-0.0072066,-0.007679,-0.002606,-0.0186463,0.0038415,-0.006044,0.0083991,-0.0089285,0.0033707,0.0163015,0.0014409,0.0046831,-0.0074114,-0.0020436,-0.0024283,0.0270679,0.0045924,0.007777,-0.0094697,-0.0281899,-0.004623,0.0132992,-0.0034129
 27/07/2017 ,-0.0029564,-0.0081345,-0.0207479,-0.0220186,-0.000693,-0.0243847,-0.0001528,-0.0030491,-0.0185862,-0.0172001,0.007353,-0.006183,-0.0068859,0.0064043,-0.0138656,0.0335063,0.0043194,0.0316754,0.0054633,0.0117277,-0.0027343,-0.0029571,0.001399,0.0091759,0.0018667,0.0064412,0.0171919,-0.0132114,0.019685,0.0262361,0.003413
 28/07/2017 ,0.0012069,0.0050913,-0.0026021,0.0078052,0.0054316,0.0199917,0.0054141,-0.0018589,0.0130514,0.0109073,-0.0006276,-0.0008317,0.0107873,0.0027222,0.0003025,0.0050314,-0.0038646,-0.0063694,0.0051239,0.0132132,-0.0184162,-0.0044495,0.0148946,-0.003091,-0.0080686,0.0327659,-0.0231344,0.0015456,0.00809,0.015826,0.0102389
 31/07/2017 ,-0.0022779,-0.0081856,-0.0078054,-0.0306854,0.0015455,-0.0159884,0.0043894,0.0031692,-0.0120927,-0.0151042,0.0026305, -   ,0.0011484,-0.0015054,0.0006029,0.0114943,0.0067619,0.0007697, -   ,0.007381,0.0097341,0.0020611,-0.0056387,0.0001818,0.0056502,-0.0059191,0.0245649,0.0293059,0.0056003,-0.0038911,-0.0067567
 01/08/2017 ,-0.0003028,-0.0071134,0.0063715,0.0000803,0.0020463,0.0002355,-0.0049561,0.0058383,-0.0016624,-0.0013188,0.0001248,0.0065871,-0.0060497,0.0012107,0.0050817,0.004314,0.0007689,-0.0094268,0.0193492,0.01132,-0.002766,-0.0005669,0.0172465,-0.0098068,-0.0044123,-0.002499,-0.014985,-0.0418848,-0.0184348,-0.0097897,0.0033783
 02/08/2017 ,-0.0011329,-0.0039971,-0.0134352,-0.0058696,0.0088491,-0.005872,0.0006057,0.0026383,0.0019168,-0.0007697,0.0087608,0.0061374,0.004476,0.0015212,0.0024746,-0.0141106,0.0007694,-0.0182142,0.0085329,0.0006341,0.0014942, -   ,0.0013787,0.0126877,-0.0064744,0.0128929,-0.0040609,0.021464,-0.0287377,0.0024839,-0.0033784
 03/08/2017 ,-0.001563,-0.0005541,-0.0094239,-0.0125567,0.0083944,-0.0041937,0.0109168,-0.0021575,-0.0071909,-0.0092719,0.0018671,-0.007332,0.0078135,0.0145674,-0.0034674,0.0108131, -   ,0.0013079,-0.0016415,-0.0072576,-0.0018691,-0.0013621,0.0000723,0.0024224,0.0071764,0.0040714,-0.0093945,-0.0150619,-0.011985,-0.0123885,-0.0067796
 04/08/2017 ,-0.0000202,0.0038672,0.0020502,-0.0021219,0.0006674,0.0038468,-0.0041873,0.0017112,0.0013056,0.0019493,-0.0028594,0.0117502,-0.0003591,0.0017868,-0.0006933,0.0074152,-0.0002206,-0.0002602,-0.0041151,0.0062141,-0.0154648,0.0064467,0.0083573,-0.0044075,-0.0020037,0.00754,-0.0067955, -   ,0.0529701,-0.0110386,-0.0034129
 07/08/2017 ,0.0015219,-0.0054943,0.0111423,0.0016353,0.0056484,0.0119447,-0.001728,0.0013846,0.0003229,-0.001868,-0.0001247,-0.0019993,-0.0001541,-0.0071535,0.0056481,0.0014347,0.0084924,0.0020813,0.0010993,-0.0002731,-0.0036033,-0.0067498,0.0010763,0.0052134,0.007435,-0.0065625,-0.0100158,0.0086957,-0.0399419,0.0162273,0.017182
 08/08/2017 ,-0.001384,0.0097103,0.0093317,-0.0045356,-0.0072027,-0.0037817,-0.0017357,-0.0028739,-0.0003236,-0.0001059,-0.0007495,-0.0020039,0.00113,-0.0015001,-0.0021675,-0.0030769,0.0019692,-0.0051868,0.0010998,0.0031818,0.0074543,0.0098955,-0.0043939,-0.0002414,-0.0059798,0.007251,-0.0170849,0.0349462,0.0041937,-0.0054972,-0.0101694
 09/08/2017 ,0.0035167,0.0030449,0.0113023,-0.0006004,0.0145869,0.0070597,0.0031623,0.0059151,0.0024875,0.0017369,-0.0004983,0.0056909,-0.0003591,0.0032994,0.0020843,-0.0061832,0.0043706,0.0041884,0.0085446,0.0013546,0.0097551,0.0113325,0.0047698,0.0008459,-0.0038593,-0.0128044,-0.0136986,-0.002611,0.0033949,-0.0010059,-0.0034246
 10/08/2017 ,-0.0110206,-0.0068149,-0.0286427,-0.0198454,-0.0043471,-0.0156415,0.0003756,-0.0076427,-0.0112364,-0.0122032,-0.0099048,-0.0187143,-0.0086996,0.0014983,-0.0104435,-0.0033209,-0.0013065,-0.0020906,-0.0071428,-0.0100692,-0.0083985,-0.0195635,0.0044798,-0.0127205,0.002095,0.0126422,-0.0083844,-0.0152632,-0.0201493,-0.016178,-0.0378007
 11/08/2017 ,0.0001147,0.0124285,0.0056194,0.0083229,-0.0055581,0.000774,-0.0040405,-0.0077065,0.0070707,0.0069069,-0.0126246,-0.0087244,-0.0045897,-0.0074627,0.0054244,-0.0029046,-0.0065263,-0.005222,-0.0107556,-0.008802,0.0021224,-0.005137,-0.005824,-0.0066973,-0.0015613,0.0081478,-0.0179473,0.0076046,-0.010687,0.004124,-0.031579
 14/08/2017 ,0.0044318,0.0072542,0.0033266,0.0049979,0.0030552,0.0038803,-0.0053652,0.0012992,0.0001518,-0.0001491,-0.0049605,0.0078416,-0.0045736,-0.0006001,0.0088135,0.0126636,0.0012018,0.0067991,0.006091,-0.0050339,0.0089747,0.0060151,0.005871,0.0071872,0.0068326,-0.0009228,-0.0068376,0.0026624,-0.0065435,0.0045895,-0.0107526
 15/08/2017 ,-0.0016406,-0.0050277,0.0058508,-0.0062291,-0.0015191,-0.0028573,-0.0035112,-0.006216,-0.0021748,-0.0031349,-0.001024,-0.011313,0.0001544,0.0011997,0.0026377,-0.0016474,0.0031552,-0.0088311,-0.0082645,-0.0016552,-0.006579,-0.0062745,0.0098628,0.0006096,0.0063499,0.0126973,0.0051724,-0.0087051,-0.008557,-0.0050866,-0.0143886
 16/08/2017 ,-0.0002106,0.0042269,-0.0061136,-0.0035349,0.001908,-0.0072993,0.000671,-0.0102105,0.0018048,0.0032085,-0.007304,-0.0142624,-0.0053386,0.0009001,0.0054497,0.0008271,0.0016253,0.0018344,-0.0047248,-0.0073399,-0.0060366,0.0050544,0.0150434,-0.0033417,0.0044008,-0.0003058,-0.00514,-0.0087241,-0.0167838,0.0040836,-0.0072729
 17/08/2017 ,-0.0133742,-0.0160369,-0.0165712,-0.0176614,-0.006115,-0.0143498,-0.0084958,-0.0120969,-0.0159865,-0.0162151,-0.0129434,-0.0178644,-0.0054195,-0.0102134,-0.011323,-0.0099234,-0.0035714,-0.0146751,-0.0120787,-0.0064723,-0.0127693,-0.018743,-0.0090586,-0.0119479,0.0024848,-0.000918,-0.0143513,-0.0160221,-0.0055755,-0.0224487, -   
 18/08/2017 ,-0.0008609,0.0030441,-0.0022805,-0.0030476,0.0056068,0.0034164,-0.0003013,0.0047614,0.0003955,-0.000863,0.0060383,0.0025469,-0.0104751,-0.0072926,0.0042123,-0.0033438,0.0053273,-0.0034666,-0.0079342,0.0060469,0.0009684,0.0087186,0.0061963,0.0031078,0.0043021,0.0061293,-0.0152225,-0.0217143,0.0119952,-0.0020759,0.0110296
 21/08/2017 ,0.0011833,-0.0044156,-0.0018412,-0.0044696,0.0040536,0.003709,0.0088448,-0.0024216,-0.0036703,-0.0052929,-0.001177,-0.0084818,0.0060247,0.004908,0.0058468,0.0064811,0.005196,0.0024008,-0.0048446,-0.0065741,0.0015461,-0.0003414,0.0087529,-0.0055775,0.006671,0.0015211,-0.0126278,-0.0281195,-0.0293069,0.0214211,0.0036497
 22/08/2017 ,0.0077083,0.0111956,0.0097958,0.0119097,0.0109244,0.0080818,0.0107301,0.0053804,0.0131146,0.014499,0.0024819,0.0097458,0.0137392,0.0119049,0.0060905,0.004571,-0.0012915,0.0076944,-0.0105653,0.003491,0.0051973,0.0108967,0.0083807,0.011907,0.0024514, -   ,-0.0060938,0.0047904,0.0052803,0.0131578,0.0036363
 23/08/2017 ,-0.0003436,-0.0032893,0.0057207,-0.0014384,0.0040725,-0.00077,-0.0121252,0.0088038,0.0054993,0.0059552,-0.0011733,0.0063531,-0.0013367,0.0051408,-0.0056857,0.0004144,-0.0006485,0.0018495,0.003474,0.0037662,0.0038587,0.0082505,0.0088306,-0.0114296,0.0015885,0.0009118,-0.0117067,0.0143284,0.0084951,-0.0395871,-0.0145985
 24/08/2017 ,-0.0036521,-0.0006872,-0.0072305,-0.005191,-0.0086121,-0.0067504,0.0005269,-0.0044598,-0.0079469,-0.0072268,-0.0022225,-0.0037609,0.001028,-0.0041954,-0.000968,-0.0008273,-0.0018393,-0.0073759,0.0002878,0.0088264,-0.0005748,0.0017859,0.0085132,-0.0006867,-0.0130414,-0.006689,0.011838,-0.0052509,0.0129189,-0.0327578, -   
 25/08/2017 ,-0.0006831,-0.0005487,0.0013155,-0.0112343,0.003352,-0.0091743,-0.0017436,0.0001088,-0.0082297,-0.0092738,0.0020898,-0.0050228,-0.004966,0.0033052,-0.0028943,0.0041253,-0.0015109,0.004495,-0.0043077,0.0038028,-0.0095658,-0.0022238,0.0018443,-0.0083257,0.002041,-0.0018322,0.0098099,0.0058548,0.0043651,0.0092309,0.0073261
 28/08/2017 ,-0.0012708,-0.003148,0.0083053,-0.0005494,-0.005952,0.0019771,0.0004559,-0.0060764,-0.0023908,-0.0040241,-0.0055917,-0.0050336,0.0025696,-0.0008954,0.0012542,-0.0008223,-0.0005403,-0.0015788,-0.0037376,-0.0071862,-0.0061599,-0.0113358,0.0032264,-0.0054844,-0.00167,0.0009153,-0.0018182,-0.0047031,0.00714,-0.0189026, -   
 29/08/2017 ,0.0059048,0.0110728,0.0175514,0.0149574,0.0050641,0.016944,0.0048643,0.0071864,0.0178875,0.0171748,0.0031493,0.0155041,0.0097522,0.0020939,0.0082588,0.0031016,-0.0017303,0.0026489,0.0063749,0.0040027,0.0041007,0.0055649,-0.0008545,0.0104588,0.0005099,-0.0075965,-0.0158827,-0.0179319,0.0135512,0.0030377,0.003663
 30/08/2017 ,0.0047137,0.0136969,-0.0027472,0.0095468,0.0091769,0.0104061,-0.0070453,0.0006576,0.0103473,0.0085073,-0.0018362,0.0058996,-0.0025461,-0.0008962,0.0002894,-0.0043451,-0.0022804,-0.0039664,0.0040288,0.0013942,-0.0019433,-0.0004528,0.0127722,0.0139037,0.0017504,-0.0024479,0.0012422,-0.0115713,0.0106973,0.0299066,-0.003663
 31/08/2017 ,0.0036546,0.0099961,0.0022,0.0060531,0.0044913,0.0092136,0.0074587,-0.0100205,0.0081244,0.0094473,0.0007866,-0.0058262,0.0100035,0.0125372,-0.0051893,-0.0060089,0.0041351,-0.0074192,0.0037206,-0.0035184,0.0013726,0.0014712,0.0031358,0.0039777,0.0068318,-0.0015322,0.0055797,-0.0073755,0.0155461,0.0024184,0.007353
 01/09/2017 ,0.0008608,-0.0103064,-0.0045509,-0.0060455,-0.0047907,-0.0022042,-0.0118402,0.0049315,-0.0040271,-0.0057234,0.0026188,0.0079498,-0.0002004,0.0005894,-0.0013457,-0.0020825,0.0011903,-0.0029263,-0.0042566,0.0100298,-0.0017628,0.0032706,-0.022795,-0.0020038,-0.0038984,-0.0070444,0.0135301,0.0098705,-0.0030558,-0.0030119,0.0072993
 04/09/2017 ,0.0008608,-0.0103064,-0.0045509,-0.0060455,-0.0047907,-0.0022042,-0.0118402,0.0049315,-0.0040271,-0.0057234,0.0026188,0.0079498,-0.0002004,0.0005894,-0.0013457,-0.0020825,0.0011903,-0.0029263,-0.0042566,0.0100298,-0.0017628,0.0032706,-0.022795,-0.0020038,-0.0038984,-0.0070444,0.0135301,0.0098705,-0.0030558,-0.0030119,0.0072993
 05/09/2017 ,-0.00506,0.0036814,-0.0101984,-0.0103855,-0.0183593,-0.0032113,-0.0062731,-0.0165897,-0.0049621,-0.0056819,0.007046,-0.0218213,0.0005522,-0.0023612,-0.0037718,-0.0087903,0.0058582,-0.0082885, -   ,0.0007315,-0.0104681,-0.0204937,-0.00533,-0.0057196,0.0064755,-0.0042866,-0.0127893,0.0275904,-0.016673,-0.0114667,-0.0145454
 06/09/2017 ,0.000694,-0.0046108,-0.0049165,-0.000537,-0.0031576,0.0069042,0.000996,0.0012223,-0.0025157,-0.00196,0.0114262,-0.0034055,-0.0058134,0.0011784,-0.0015484,-0.0117971,-0.0007545,-0.0150822,0.0153322,0.0162727,-0.0073632,-0.0052843,-0.0088251,-0.0118706,-0.0123843,-0.0092025,-0.0368324,0.0065012,0.0087753,0.0054879,0.0036765
 07/09/2017 ,-0.0011993,0.0089576,-0.0051206,0.005616,-0.0172833,0.0073863,0.0101634,-0.0175343,0.0045292,0.005973,0.0001265,-0.0175361,0.0020226,-0.0014689,0.008196,-0.0170212,0.0024801,-0.0273222,-0.009476,-0.0033873,-0.0052062,-0.0002303,0.0015956,-0.0015356,-0.0024932,-0.0074165,-0.0151899,0.012858,-0.0034208,-0.0120846,0.0072993
 08/09/2017 ,-0.000333,-0.0047088,-0.013863,-0.0134818,0.0092007,-0.0123635,-0.0077272,0.0012456,-0.0106675,-0.0087291,-0.0024048,-0.0017446,-0.0034268,0.0044182,0.0009584,-0.0015158,0.0008624,-0.0002808,-0.0064935,-0.0072587,-0.0006046,0.0114338,-0.0039323,0.0112837,-0.0117231,0.002178,-0.0141935,0.0051933,-0.050536,0.0091912,-0.0289855
