Date,MSFT-US,AAPL-US,AMZN-US,BRK.B-US,FB-US,JNJ-US,GOOGL-US,XOM-US,UNH-US,PFE-US,V-US,VZ-US,PG-US,T-US,INTC-US,CVX-US,SBAC-US,ROK-US,CLX-US,FE-US,MAT-US,UAA-US,NFX-US,COTY-US,NWS-US
29/08/2018,110.65423,220.40697,1998.1,211.27,175.9,132.21902,1264.65,78.27239,266.22534,40.466747,146.28577,52.871143,81.53341,30.74788,47.846954,116.72315,157.53,175.59218,142.06912,36.417065,15.72,21.07,27.74,12.423925,13.640455
30/08/2018,110.585075,222.43333,2002.38,209.75,177.64,132.30725,1254.44,77.933586,265.62164,40.466747,145.99725,53.04554,81.45529,30.490297,47.346405,116.32507,154.26,175.22832,142.28499,36.329597,15.4,20.67,27.56,12.293655,13.492724
31/08/2018,110.96045,225.00333,2012.71,208.72,175.73,132.05235,1231.8,77.60446,265.69092,40.486244,146.1465,52.67737,81.006065,30.471218,47.532883,115.014336,155.23,177.96227,142.26537,36.329597,15.43,20.45,27.28,11.92697,13.3942375
03/09/2018,110.96045,225.00333,2012.71,208.72,175.73,132.05235,1231.8,77.60446,265.69092,40.486244,146.1465,52.67737,81.006065,30.471218,47.532883,115.014336,155.23,177.96227,142.26537,36.329597,15.43,20.45,27.28,11.92697,13.3942375
04/09/2018,110.348,225.7249,2039.51,210.05,171.16,131.10135,1211.31,77.720634,265.74042,40.33998,147.05188,51.534103,80.761925,30.394897,47.071587,115.41242,155.92,178.73918,143.38402,36.514256,15.56,20.75,27.09,11.61818,13.197263
05/09/2018,107.16727,224.25209,1994.82,212.26,167.18,133.19943,1199.1,78.756386,264.8794,40.80803,141.94785,52.14449,81.3381,30.547539,46.836037,115.46096,156.73,178.94571,145.68022,36.737793,15.3,20.45,27.62,11.762924,13.197263
06/09/2018,107.414215,220.5256,1958.31,212.88,162.53,134.18965,1183.99,77.885185,267.76904,40.739777,143.76857,52.59986,80.7131,30.700184,46.384556,111.878296,158.06,179.07353,146.9166,36.8933,15.33,20.41,26.66,11.869072,12.951045
07/09/2018,106.89068,218.74637,1952.07,214.04,163.04,134.63086,1177.59,79.21135,266.4086,41.14932,142.47516,52.31889,79.99044,30.64294,45.58956,111.26662,158.18,180.46019,147.91751,36.45594,15.68,19.66,26.38,11.955918,12.901803
10/09/2018,108.04641,215.81064,1939.01,215.11,164.18,134.52301,1175.06,79.095184,257.91827,41.012802,143.35071,52.435154,80.44942,30.900526,45.44234,111.15011,159.1,181.63046,147.74089,37.05852,16.06,20.08,26.4,11.676079,12.852558
11/09/2018,109.883736,221.26695,1987.15,215.1,165.94,135.79753,1189.99,80.20838,259.21915,41.25658,144.75357,53.01647,80.0881,31.167645,44.097717,111.67439,158.26,181.43378,147.34837,36.912735,15.78,20.16,26.76,11.579581,12.902183
12/09/2018,110.348,218.51904,1990,214.59,162,136.63092,1171.6,80.46974,260.83777,41.35409,145.82811,53.258694,81.16232,31.883158,44.097717,112.422,158.5,182.27954,148.01564,36.689194,16.07,20.08,27.01,11.91732,12.802935
13/09/2018,111.53338,223.79741,1989.87,214.89,161.36,137.15053,1182.14,79.68566,263.63806,41.783134,146.88274,53.229626,81.49435,32.131203,44.725864,112.91717,161.03,185.2495,148.37871,36.728073,16.11,19.66,26.64,11.849772,12.951806
14/09/2018,111.98776,221.25705,1970.19,216.37,162.32,136.75836,1177.98,80.266464,263.45932,41.890396,147.09166,52.851765,81.650604,32.054882,44.69642,113.965744,159.66,188.42601,148.54553,36.76695,16.35,18.96,27.21,11.492735,12.753311
17/09/2018,110.77276,215.36583,1908.03,216.29,160.58,137.21916,1159.83,80.74078,262.0294,41.939144,145.44008,52.9971,82.275604,32.07396,44.578636,114.091965,159.58,188.27849,149.08524,36.86414,16.5,19.11,27.02,11.878721,12.654063
18/09/2018,111.82971,215.72168,1941.05,218.3,160.3,137.78778,1167.11,80.953735,261.45343,42.4267,146.88274,52.696747,82.03146,32.169365,45.246044,114.69394,160.8,190.85509,149.00674,36.796104,16.62,18.96,27.69,12.081364,12.802935
19/09/2018,110.33812,215.85017,1926.42,220.95,163.06,137.70937,1174.27,81.92174,263.4792,42.182926,146.67378,51.834457,82.03146,31.835459,45.29512,116.0338,160.51,191.40582,147.839,35.765892,16.62,18.76,28.91,12.216458,12.852558
20/09/2018,112.185326,217.49103,1944.3,221.68,166.02,139.1996,1191.57,82.10567,264.53183,42.66073,148.4846,52.270447,83.35959,31.902239,46.325665,115.94641,160.82,193.68736,149.03618,35.824207,16.61,20,28.44,12.554196,13.0014305
21/09/2018,112.86691,215.14838,1915.01,220.52,162.93,140.08197,1172.12,82.444466,264.80984,42.96301,149.2905,52.725815,83.80881,32.2266,45.79567,117.606674,160.53,193.21532,149.61513,35.863087,16.53,20.57,29.03,12.612094,13.1006775
24/09/2018,113.27192,218.24223,1934.36,218.13,165.41,137.71916,1179.56,83.8287,265.49503,42.836246,148.35526,51.87321,82.295135,32.350628,46.04104,119.05334,159.44,189.97983,147.1423,35.824207,16,20.69,29.77,12.573496,13.150301
25/09/2018,113.054596,219.6261,1974.55,218.05,164.91,135.925,1193.89,83.731895,261.6719,42.699734,148.82288,51.398464,81.17208,32.207523,45.059563,119.781525,158.77,188.43582,146.83812,35.357697,16.06,20.44,29.25,12.303305,13.249549
26/09/2018,112.59033,217.87653,1974.85,216.11,166.95,135.4544,1194.06,83.03494,261.07608,42.592464,148.51443,51.48566,81.30881,31.816374,44.85345,118.402824,158.51,187.18686,147.55443,34.9009,16.01,21.1,28.62,12.177859,13.299172
27/09/2018,113.01508,222.35425,2012.98,216.7,168.84,135.51323,1207.36,83.02525,262.80392,42.806995,149.26065,51.921654,80.91818,31.883158,45.030117,118.9077,158.5,186.33127,146.48485,35.50348,15.98,21.05,29.27,12.110312,13.249549
28/09/2018,112.97558,223.13515,2003,214.11,164.46,135.4642,1207.08,82.29926,264.18427,42.97276,149.33029,51.72788,81.2795,32.035805,46.414,118.72322,160.63,184.41359,147.5937,36.125492,15.7,21.22,28.83,12.119962,13.497668
01/10/2018,114.200455,224.63759,2004.36,214.78,162.44,136.95445,1208.53,83.06398,267.22293,43.167778,150.02673,52.16387,81.70919,31.949942,45.58956,120.77186,157.39,184.89548,147.61331,35.96999,15.94,21.14,29,12.16821,13.428194
02/10/2018,113.74607,226.63428,1971.31,215.29,159.33,137.72896,1207.64,83.693184,268.74225,43.119022,148.91241,52.725815,82.383026,32.360165,47.208992,121.11167,156.42,186.40997,149.40904,36.37819,15.25,20.21,28.56,12.322605,13.289248
03/10/2018,113.765816,229.39209,1952.76,216.4,162.43,136.30736,1211.53,83.3931,269.01035,43.694336,148.61392,52.59986,81.08419,32.360165,47.856766,121.665085,154.61,186.74432,144.45363,35.668705,15.16,20.53,29.52,12.042764,13.626689
04/10/2018,111.41483,225.35918,1909.42,218.97,158.85,136.62111,1177.07,82.84134,266.44833,43.587074,146.01714,53.307137,80.0002,32.550972,47.23844,121.31556,153.24,186.42963,143.83542,36.096336,14.52,19.88,28.52,11.04885,13.557216
05/10/2018,110.762886,221.70186,1889.65,219.46,157.33,136.37599,1167.83,82.60902,267.3222,43.791843,144.62422,53.229626,80.224815,32.42695,46.158813,121.68451,152.82,182.6139,146.77924,36.912735,14.52,19.42,28.32,11.212894,13.537367
08/10/2018,109.49849,221.18787,1864.42,222.06,157.25,136.66031,1155.92,83.37374,267.13354,44.152634,141.1718,53.307137,80.468956,32.54143,46.158813,121.20876,154.9,182.02383,147.07362,36.980766,14.55,19.35,27.94,11.512034,13.527442
09/10/2018,110.8913,224.25209,1870.32,223.76,157.9,136.47403,1145.17,83.741585,268.22583,44.337902,141.58968,53.867954,80.27364,32.43493,45.68771,123.13117,155.84,180.34218,147.48576,37.272335,14.48,19.4,28.12,11.415538,13.626689
10/10/2018,104.86567,213.86339,1755.25,213.1,151.38,135.0328,1092.16,81.81526,261.24487,43.401802,134.83405,53.22142,79.53146,31.805592,43.970123,119.03391,153,173.11392,144.78725,36.980766,13.91,18.26,26.62,11.0681505,13.060978
11/10/2018,104.61872,211.9754,1719.36,205.19,153.35,131.219,1090.74,78.9887,255.32646,41.744133,133.05309,52.24183,77.02169,30.740564,43.41068,114.98521,146.65,167.77388,139.51779,36.16437,13.99,18.23,25.18,10.740062,12.922032
12/10/2018,108.23409,219.54703,1788.61,206.8,153.74,131.2484,1120.54,78.77575,257.79907,42.68998,139.35106,52.633663,77.20723,31.224669,44.048645,114.34441,147.61,169.92758,142.12798,36.203247,14.33,18.67,25.2,10.643566,13.1006775
15/10/2018,106.28812,214.85184,1760.95,205.03,153.52,131.32684,1102.44,78.233665,258.43463,42.046413,136.53537,52.506313,78.25215,31.331173,43.705128,113.53856,149.13,166.22005,143.86485,36.358753,14.41,18.76,25.26,10.711114,13.190001
16/10/2018,109.64667,219.58655,1819.96,209.83,158.78,133.88574,1133.08,78.6015,270.66873,42.836246,141.02257,52.60428,79.11153,31.360216,45.08901,114.091965,152.88,169.6129,145.9059,36.737793,14.84,19.56,25.34,10.826909,13.348796
17/10/2018,109.3602,218.63765,1831.73,210.52,159.42,136.72896,1127.59,78.89191,265.43546,43.46031,141.72896,52.858967,79.941605,31.534494,45.039936,113.87838,152.34,168.67863,146.63203,36.85442,14.77,19.12,24.54,10.817259,13.408345
18/10/2018,107.17714,213.52728,1770.72,208.7,154.92,136.76816,1097.91,79.230705,264.94888,42.904503,138.58495,53.534893,79.05217,31.46672,44.136974,114.05313,153.31,163.49594,146.2101,36.99049,14.19,18.62,23.94,10.460222,13.319022
19/10/2018,107.33519,216.77934,1764.03,209.83,154.05,136.32698,1105.18,79.34687,263.4494,43.392048,139.37097,53.77979,86.00767,31.824957,43.184944,114.70365,154.38,160.98817,149.71326,37.758286,14.22,18.2,23.62,10.161082,13.279324
22/10/2018,108.29336,218.10385,1789.3,206.19,154.78,135.96422,1111.37,78.5531,260.3611,43.265285,139.92812,53.85816,85.31802,31.631311,44.176235,113.8007,153.57,160.51613,148.02547,37.53475,14.1,18.58,22.91,10.180382,13.299172
23/10/2018,106.78202,220.15985,1768.7,204,154.39,136.20932,1114.91,77.28502,263.01245,43.002007,138.4158,56.042656,85.86974,31.970186,43.675682,110.10152,153.97,157.91005,147.31894,37.165432,13.88,18.53,22.43,10.19968,13.130451
24/10/2018,101.072495,212.60802,1664.2,199.81,146.04,134.77792,1057.12,75.13608,254.53206,41.422344,133.5804,56.24837,88.13568,29.394758,41.63421,107.00431,154.46,151.53737,150.09595,37.62222,13.44,18.23,20.64,9.98739,12.922032
25/10/2018,106.97958,217.26367,1782.17,201.98,150.95,135.75835,1103.59,75.803986,262.3968,42.32919,139.80873,55.278572,87.6825,29.026838,43.4892,108.33446,156.13,154.88107,148.7516,36.82526,13.84,18.51,20.66,10.006688,12.931956
26/10/2018,105.655914,213.80405,1642.81,198.49,145.37,134.2877,1083.75,75.04895,256.37906,41.539356,137.0428,54.377342,86.55937,28.165134,44.84364,108.28592,151.21,158.64761,145.0522,35.67842,13.45,17.98,20.05,9.611053,12.743386
29/10/2018,102.58383,209.79092,1538.88,200.04,142.09,134.85634,1034.73,74.58431,254.73064,42.153675,133.65005,55.327553,86.93375,28.697649,44.559013,105.761536,154.76,156.09068,146.95586,36.212967,13.34,18.19,19.1,9.466309,12.594515
30/10/2018,102.46531,210.83868,1530.42,203.35,146.22,137.99368,1049.51,76.25895,256.47836,41.822136,132.088,56.992863,87.86968,29.50126,46.87529,107.62569,162.22,161.0472,150.92606,36.18381,13.79,23.23,19.43,9.8329935,12.931956
31/10/2018,105.507744,216.33452,1598.01,205.28,151.79,137.24857,1090.58,77.13015,259.52698,41.987907,137.15225,55.925102,87.36723,29.704584,46.011597,108.40243,162.17,162.00111,146.6102,36.232407,13.58,22.11,20.2,10.180382,13.239624
01/11/2018,104.62859,219.65575,1665.53,205.86,151.75,138.06232,1085.98,78.08846,259.10986,42.582718,140.11716,54.906322,88.26376,29.520624,47.32677,107.936386,163.83,170.48816,151.82475,36.125492,14.27,23.34,23.46,10.556718,13.20985
02/11/2018,104.86567,205.08583,1665.53,206.57,150.35,137.92503,1071.49,79.32751,259.18933,41.86114,139.07248,55.47449,88.4805,29.549671,46.237335,111.39284,164.87,169.6129,152.28893,36.0769,14.47,23.7,21.87,10.604967,13.259473
05/11/2018,106.19921,199.2638,1627.8,216.24,148.68,139.41528,1055.73,79.02742,259.18933,42.436455,139.09239,56.042656,89.84992,29.656172,47.081406,115.48038,166.62,170.16362,155.01474,36.426785,14.26,23.99,22.5,10.672515,13.259473
06/11/2018,106.406654,201.41866,1642.81,218.51,149.94,139.77803,1069.57,79.36622,261.7017,41.939144,140.07735,56.042656,90.15534,29.975681,46.666588,115.44154,166.21,174.1367,156.14061,36.760433,14.31,23.3,22.14,10.788311,13.368647
07/11/2018,110.594955,207.52733,1755.49,221.24,151.53,141.91534,1108.24,80.37294,272.71432,43.294544,144.04716,56.47368,89.9386,30.11123,48.11844,117.35424,170.61,176.00522,156.70354,37.04502,14.45,22.88,21.89,8.356598,13.497668
08/11/2018,110.38752,206.80325,1754.91,222.42,147.87,142.45457,1094.63,79.095184,274.72025,43.08819,144.49489,57.081028,90.00757,30.053139,48.385105,115.88817,171.52,170.3691,155.78508,36.995953,13.92,22.98,21.67,8.009211,14.202326
09/11/2018,108.23409,202.81578,1712.43,219.63,144.96,142.4938,1077.02,79.07563,274.6209,43.510715,143.20145,57.267147,91.042015,29.714266,47.515972,116.0338,171.51,167.37306,156.8023,37.29035,13.55,22.75,21.83,8.1925535,14.291648
12/11/2018,105.56702,192.59909,1636.85,215.42,141.55,142.76831,1049.36,78.05871,270.48,43.343674,139.01279,57.521847,91.32772,29.801405,46.073997,113.97547,171.9,164.11003,159.0738,38.065598,13.54,22.59,20.75,8.346949,13.785486
13/11/2018,105.63616,190.67479,1631.17,217.92,142.16,141.84671,1047.97,76.26931,267.34207,42.763924,139.01279,57.46307,92.08633,29.365711,46.80486,111.994804,172.47,165.07906,157.8788,37.95765,13.44,22.79,20.41,7.874115,13.805335
14/11/2018,104.13813,185.28873,1599.01,216.03,144.22,141.42516,1054.58,75.672844,263.1118,42.16452,138.78395,57.737354,92.106026,29.53999,46.508564,112.35404,172.04,165.23727,158.19481,37.61419,13.26,22.58,19.46,8.395197,13.954206
15/11/2018,106.42982,189.86143,1619.44,217.38,143.85,141.67024,1071.05,76.45509,263.09192,42.45931,141.37541,57.8745,92.440994,29.16239,47.515972,114.657974,170.17,170.76462,158.71826,38.095036,13.65,22.39,19.71,8.404847,13.745787
16/11/2018,107.431816,191.96428,1593.41,218.41,139.53,143.13107,1068.27,77.20801,269.21887,42.754097,139.72086,58.981438,92.431145,29.326982,48.22708,116.72663,172.02,169.67696,160.01202,38.045967,13.73,21.75,19,8.771533,13.775561
19/11/2018,103.79091,184.35632,1512.29,217.94,131.55,144.83698,1027.42,77.46224,264.19415,43.412457,134.31862,59.38307,91.90899,29.385077,47.40733,117.079575,173.14,166.15685,160.37744,37.820267,13.25,21.14,19.32,8.829431,13.547291
20/11/2018,100.90396,175.54816,1495.46,210.71,132.43,143.58206,1030.45,75.26216,259.67593,42.77375,132.93315,58.246746,90.7366,28.484642,46.80486,113.82464,168.77,166.34471,158.42198,37.241287,12.88,20.83,17.68,8.32765,12.852558
21/11/2018,102.29287,175.3498,1516.73,210.86,134.82,139.2094,1043.43,75.83907,258.73254,42.351215,133.97972,57.952866,90.05682,28.823515,46.449303,115.26584,167.61,167.76857,157.73067,36.60342,13.12,21.5,18.58,8.462746,12.892258
22/11/2018,102.29287,175.3498,1516.73,210.86,134.82,139.2094,1043.43,75.83907,258.73254,42.351215,133.97972,57.952866,90.05682,28.823515,46.449303,115.26584,167.61,167.76857,157.73067,36.60342,13.12,21.5,18.58,8.462746,12.892258
23/11/2018,102.25319,170.89612,1502.06,207.07,131.73,139.44469,1030.1,73.815,259.79507,42.390526,132.4348,57.443478,90.18489,28.426552,45.965355,111.373634,165.64,165.43503,160.81198,36.799686,13.44,21.5,18.02,8.279401,12.862483
26/11/2018,105.62624,173.20726,1581.33,210.63,136.38,139.48416,1055.94,75.27195,264.30344,42.58705,135.49475,57.962658,90.57898,28.997793,46.86412,112.72659,166.05,167.93668,161.30579,36.986137,13.78,22.22,17.76,8.375897,13.319022
27/11/2018,106.29093,172.83034,1581.42,212.53,135,141.3095,1052.28,75.34039,269.2586,43.304367,135.46484,59.412464,91.34743,29.472214,47.476463,112.95208,165.2,166.38428,164.29825,37.182404,13.62,21.8,17.05,8.30835,13.170152
28/11/2018,110.239395,179.47614,1677.75,217.5,136.76,144.48654,1091.79,76.70932,278.99026,44.11995,140.91695,58.834503,91.63314,29.762676,48.25671,115.82466,168.36,170.72508,163.36989,36.89782,13.62,23.01,17.49,8.221504,13.41827
29/11/2018,109.316765,178.09738,1673.57,217.7,138.68,143.90442,1094.58,77.305786,280.57907,44.71935,138.64441,58.23695,91.445946,29.598082,47.111034,116.520744,168.55,169.84505,163.99208,36.456223,13.76,23.14,17.55,8.34392,13.497668
30/11/2018,110.011215,177.13524,1690.17,218.24,140.61,144.94038,1109.65,77.73603,280.29016,45.42684,141.24586,59.069603,93.11093,30.24678,48.701157,116.60898,170.81,172.38623,163.5674,37.123528,13.9,23.88,16.95,8.16764,13.299172
03/12/2018,111.2017,183.32475,1772.36,220.81,141.09,144.25961,1116.36,79.41787,285.24127,45.191013,144.52507,56.97327,91.938545,30.701836,49.511032,118.30508,169.96,176.06456,163.2415,37.86933,13.95,23.99,17.84,8.294953,13.58699
04/12/2018,107.659996,175.26053,1668.4,210.12,137.93,144.082,1062.47,77.66759,277.49084,44.355778,138.18591,56.9047,91.92869,29.752993,47.160416,114.9423,169.83,169.53853,161.60207,37.83008,13.56,23.34,17.23,7.766113,13.170152
05/12/2018,107.659996,175.26053,1668.4,210.12,137.93,144.082,1062.47,77.66759,277.49084,44.355778,138.18591,56.9047,91.92869,29.752993,47.160416,114.9423,169.83,169.53853,161.60207,37.83008,13.56,23.34,17.23,7.766113,13.170152
06/12/2018,108.32469,173.30646,1699.19,207.96,139.63,143.96361,1078.08,76.65065,275.79733,44.19856,140.58801,56.894905,92.16514,29.559353,47.77276,113.63837,171.51,165.37569,161.73045,38.35018,13.77,24.07,16.81,7.5114865,12.763235
07/12/2018,103.98931,167.12688,1629.13,204.88,137.42,143.49,1046.58,75.9173,268.1565,43.15697,136.66092,56.503063,91.08142,29.181751,45.669064,113.22659,168.17,159.73958,160.45645,38.49738,13.43,23.45,16.44,7.345,12.614365
10/12/2018,106.73736,168.22789,1641.03,203.26,141.85,143.32227,1053.18,74.841705,265.51657,43.628635,137.42839,57.081028,91.65283,28.959064,46.627083,112.68738,168.87,158.36516,160.18979,38.80159,12.9,22.39,15.61,7.4331403,12.693763
11/12/2018,107.72944,167.26573,1643.24,202.28,142.08,144.54573,1061.65,74.9786,266.20395,43.245407,136.36191,57.64919,92.51981,28.755743,46.794983,113.20699,171.29,156.1799,164.07109,38.870285,12.66,22.12,15.58,7.4233465,12.56474
12/12/2018,108.21556,167.73193,1663.54,202.48,144.5,145.13774,1073.73,74.33324,269.61096,43.392807,137.34866,56.081837,92.63804,29.201117,47.239426,113.35405,168.97,157.35658,161.80946,38.49738,12.75,19.81,15.95,7.5898333,12.872409
13/12/2018,108.58263,169.56696,1658.38,202.42,145.01,145.86786,1073.54,75.27195,271.1152,43.79568,137.0895,55.925102,95.06162,28.959064,47.69375,113.66778,172.22,155.43832,163.0341,38.703457,12.08,18.77,15.74,7.442933,12.713613
14/12/2018,105.18973,164.1412,1591.91,200,144.06,131.22581,1051.71,73.90301,264.0123,43.03906,134.64754,55.915306,95.2094,29.259209,47.26906,111.59913,172.5,154.98347,162.48103,38.38943,11.79,18.99,14.7,7.1589265,12.366245
17/12/2018,102.07461,162.61368,1520.91,197.92,140.19,127.41731,1025.65,72.39718,257.08875,42.361046,130.9696,54.80837,91.39668,28.910654,46.49869,110.24617,164.61,151.59192,154.79745,37.01558,11.17,18.4,14.58,6.923887,12.177675
18/12/2018,103.14606,164.72646,1551.48,196.52,143.66,128.68024,1043.41,70.40244,252.00813,41.663383,132.2255,54.51449,91.120834,28.80415,47.15054,107.58929,165.44,151.93799,153.57283,36.92726,10.86,18.81,14.06,6.9532666,12.068502
19/12/2018,102.86827,159.58835,1495.08,195.17,133.24,125.90772,1035.46,69.20951,249.35825,41.240852,130.83006,54.720203,90.40164,28.871925,45.00733,105.71672,165.1,149.53522,152.9309,36.662304,10.27,18.1,14.47,6.81616,11.919632
20/12/2018,100.70555,155.5612,1460.83,193.58,133.4,126.55892,1023.58,67.107216,241.51817,41.221203,128.33827,53.94632,89.633194,27.739122,44.977707,102.92258,163.4,146.47986,151.65686,36.701557,10.04,17.69,13.9,6.34608,11.482942
21/12/2018,97.451546,149.51054,1377.45,192.1,124.95,126.38132,991.25,66.608536,237.43376,41.201546,123.853004,53.799377,89.62334,27.409933,44.286343,102.16766,161.79,143.1575,152.5951,36.495472,9.56,16.96,13.56,6.0326934,11.16535
24/12/2018,93.38403,145.6421,1343.96,187.76,124.06,121.20135,984.67,64.05644,232.05429,39.84552,121.3313,51.967537,86.06677,26.490139,43.051777,99.01077,158.13,140.18124,143.56836,35.17069,9.26,16.75,12.92,5.9837265,10.97678
25/12/2018,93.38403,145.6421,1343.96,187.76,124.06,121.20135,984.67,64.05644,232.05429,39.84552,121.3313,51.967537,86.06677,26.490139,43.051777,99.01077,158.13,140.18124,143.56836,35.17069,9.26,16.75,12.92,5.9837265,10.97678
26/12/2018,99.76308,155.89845,1470.9,197.57,134.18,125.01973,1047.85,67.117,242.42471,41.457027,129.80345,53.329174,88.756355,27.187246,45.619675,105.28534,164.27,146.91493,148.96071,35.916492,9.94,17.82,14.54,6.267733,11.274522
27/12/2018,100.37817,154.88669,1461.64,200.12,134.52,125.710396,1052.9,67.41034,245.03474,42.10556,131.57762,54.02469,90.65779,27.25502,45.78758,107.17751,163.19,148.11136,151.28157,36.338463,9.98,17.91,14.5,6.2089734,11.294373
28/12/2018,99.59443,154.96605,1478.02,202.08,133.2,125.57225,1046.68,66.65742,245.30373,42.21365,130.51114,54.14224,89.83023,27.555164,46.172764,106.520645,162.49,147.2511,151.22232,36.564167,9.94,17.52,14.33,6.355873,11.37377
31/12/2018,100.765076,156.46384,1501.97,204.18,131.09,127.32852,1044.96,66.67698,248.17276,42.891666,131.50786,55.072857,90.559265,27.632622,46.350544,106.657906,161.89,148.79362,152.22968,36.84875,9.99,17.67,14.66,6.4244266,11.463093
01/01/2019,100.765076,156.46384,1501.97,204.18,131.09,127.32852,1044.96,66.67698,248.17276,42.891666,131.50786,55.072857,90.559265,27.632622,46.350544,106.657906,161.89,148.79362,152.22968,36.84875,9.99,17.67,14.66,6.4244266,11.463093
