Date,SP500,MSFT-US,AAPL-US,AMZN-US,BRK.B-US,FB-US,JNJ-US,GOOGL-US,XOM-US,UNH-US,PFE-US,V-US,VZ-US,PG-US,T-US,INTC-US,CVX-US,SBAC-US,ROK-US,CLX-US,FE-US,MAT-US,UAA-US,NFX-US,COTY-US,NWS-US
14/02/2017,-0.00091485,0.001243601,0.00135052,0.000561845,0,0.000372995,-0.003796917,0.000965481,-0.001084063,-0.003333562,-0.002453276,0.000925516,-0.0049434,-0.003510133,-0.004428215,0.001117479,-0.00132953,-0.001550812,-0.003289318,-0.004090232,0.000327623,0.029377202,0.010787992,0.007857143,0.002721669,0.003745161
15/02/2017,-0.000855586,-0.001084088,0.003702994,-0.002857519,0.001557353,-0.00298842,-0.003953176,-0.001452329,-0.002173143,-0.003371611,0.000916042,0.003864355,-0.005593424,0.022194292,-0.002208591,0.001391692,-0.002755094,-0.003770808,-0.004467516,0.003218186,-0.007575928,-0.002335568,-0.013327206,-0.008243646,0.006227158,-0.011236026
16/02/2017,0.00016601,0.003254216,0.001180566,-0.001020529,0,-0.002772782,-0.00170647,0.001409258,-0.000481071,0.002982525,-0.001790338,0.000114345,-0.001040273,-0.002194926,0,0.003605931,0.003730953,0.004247461,0.001252216,-0.001791049,-0.000657939,0,0.003654637,0.003242993,0.00303511,0
17/02/2017,-0.001793611,-0.000774972,-0.001810221,-0.002535125,-0.001073089,-0.002540347,0.000931557,-0.001021171,-0.002551563,-0.028414223,-0.00089224,-0.0016017,-0.003095317,-0.001982642,-0.001939441,-0.002471666,-0.002349094,0.002295052,-0.008427575,0.009530854,0.001306209,0,0.001848429,-0.00450878,0.003745274,0
20/02/2017,-0.003466374,-0.002321238,-0.004568274,-0.003632835,-0.005991576,-0.000224669,-0.005636881,-0.006189829,0.004036004,0.008755266,-0.00089224,-0.002172567,-0.017889826,-0.005269457,-0.007473578,-0.004385958,0.000815853,0.006545589,-0.008688629,-0.017725063,-0.011286828,-0.016475037,-0.009140768,0.00310856,-0.006881949,-0.00740748
21/02/2017,0.001594957,-0.000154803,0.003757428,0.004461169,0.002076289,-0.000224669,-0.003870244,0.001701022,0.004403035,0,-0.001457337,0.000571667,0.00650536,-0.005598773,-0.00265201,0.001370594,0.003625585,0.002950124,0.002896347,0.001047127,-0.002902292,0,0.005484461,0.012673362,0.014822656,0
22/02/2017,-0.001805207,-0.002480967,-0.001975171,0.000595488,0,-0.000897398,-0.003175881,-0.001495402,-0.002930653,0.00211749,-0.001487174,-0.003526024,0.001416014,-0.002399858,-0.001198171,-0.004928877,-0.004744216,0.002619456,-0.006125243,-0.003396169,-0.016597446,0.003489728,0.01010101,-0.079548129,0.002087903,0
23/02/2017,0.001980684,0.00093223,0.001969492,0.002290763,0.002063558,-0.001689686,0,-0.000328886,0.006054703,0.004733047,0.003274866,0.004897647,0.006241216,0.001859036,0.002404298,0.004713194,0.008697125,0.003313631,0.004186396,0.001544996,0.005846022,0.00310433,0.000914495,0.017660609,0.003715571,0.003676392
24/02/2017,-0.00341821,-0.00139263,-0.004541096,-0.008800854,-0.003820159,-0.008865248,0.004962919,-0.003936545,-0.002201114,0.000430558,0.00322958,-0.009299091,-0.000596374,-0.001755593,0.003814104,-0.00110542,-0.00108067,0.000449681,-0.006998152,-0.003460109,0.005415738,-0.002350285,-0.002768805,-0.011363636,0.002407137,0
27/02/2017,-0.000891296,-0.001237778,0.003512274,-0.003383654,0.00399483,-0.001329002,-0.004888744,-0.003373397,0.000616579,0.000613456,-0.000875477,-0.0012437,-0.002173873,-0.005711002,-0.001416325,-0.003011063,0.00481289,-0.001709248,0.000793895,-0.00564655,0.000928196,-0.003881969,-0.007336084,0.009526402,-0.006966646,0
